Score,Summary,Text
4,Great New Experience,"I purchased a can of Bar Harbor Clam Chowder at a local Giant Eagle.  I didn't realize ""Manhattan Style"" was different from the usual clam chowder.  At first I was disappointed, but then I tried it.  This is a wonderful soup and a great new experience from the typical clam chowder.  Unlike what I am used to this is not a creamed soup, but has the taste of tomato soup (it contains clam, clam stock, tomato, cellery, and potatoes).  Overall, I thought it was wonderful.<br /><br />I plan to try other Bar Harbor products.  It has been a LONG time since I've had a good Lobster Bisque and I think Bar Harbor can deliever."
5,"Dark, rich and my morning wakeup","I used to order my coffee from Kauai, but now I order this coffee from Amazon. I like a dark, bold coffee and this one fits the bill.  It's not bitter at all.  I've tired lots of K-Cup coffees, and this one has become my very favorite.  I hope it doesn't get discontinue, because I'm spoiled.  I especially love that my orders ship automatically, so that I don't run out."
5,My cat goes bananas for Temptations,"I have a very tall, lean, long-legged male cat. He doesn't eat much. I put out the finest wet food and he shows barely any interest. I buy expensive dry food to supplement his main meals. Eh, he could take or leave it. I even tried giving him high-end tuna from a can--the kind people eat--and he hardly nibbled at it. He just doesn't have much of an appetite, or so I thought. When I sprinkle a handful of these treats on a napkin, he furiously eats them all up. When I open the cabinet where I keep them, he comes running from wherever he is in the house. He seems to like all the flavors equally (chicken, beef, salmon - doesn't matter). Temptations is the only food I can count on his eating on a consistent basis. I could never train him or manipulate him with food before because nothing ever motivated him. These treats motivate him. If I need to calm him down for a brushing or a nail trimming, Temptations will work the magic. Thank you, Temptations."
5,"""Deliciously Addictive""","Besides the fact that they taste amazing...hot and sweet, they are good for motion sickness. They stick to your teeth in a way that the flavor can be savored for awhile. Yummy! Probably the best ""candy"" I've ever had!"
5,Great Belgian waffle batter!,"I purchased this mix to use with my new Presto FlipSide Belgian Waffle Maker and am very pleased with the results.  It took 3 cups of this mix to make 6 large Belgian Waffles and they cooked to perfection after only 4 minutes!  The flavor of this mix is slightly sweet but there is no aftertaste to it like you get with cheap commercial brands like Bisquick.  I'll be buying more, for sure!"
5,Coconut Curry Chicken Unexpectedly Amazing!,"I saw these pouched soups while I was shopping at Wal-Mart and was surprised to see that they were not only Campbell's brand soups but how  out of left field the flavor choices were for Campbell's. While different, that didn't immediately make me confident that the flavors would actually be successful.<br /><br />I decided to buy only one pouch of the Coconut Curry Chicken to try it out. I like curry so if this worked out yay me! Well Yay Me! This was RIDICULOUSLY good. While it was heating in the microwave (as it said to do in the directions) the fragrant aromas started seeping out. I was shocked. This smelled almost exactly like when I make coconut curry sauce on my own. It smelled so fresh and authentic, the only thing left to doubt was the taste. Surely the aroma was just some canned, chemically manufactured olfactory trick. I was happily proven wrong. The taste and the smell all fit together. And unlike Campbell's canned soups, where you had small pieces of of mushy vegetables or meat, here you had big pieces of carrots and chicken and crunchy water chestnuts, the shittake mushrooms were small however, but not negligible.<br /><br />Seriously try it out for yourself. You won't be disappointed. As for me I'm going to go buy a heck of a lot more."
5,PG Tips is great tea,PG Tips is my favorite tea.  Amazon's was fresh and reasonably priced and arrived quickly.
5,ice tea,"THis ice tea, is like heaven on ice.  must try if you love lemon and giger.  Great price for the content.  You can make a pitcher with 4 bags and add some lemon and whatever your sweetner you prefer.  Great for barbeque parties or a tea with the ladies"
5,Peachy keen!,"This is  a really nice flavor and I like that you have control over how much ,how strong you want the flavor to be. It is easy to use  and while I do not  drink alot of flavored waters I like this one. Great product!"
4,Smokehouse delivers great product - not all from USA,"We're very happy with the Smokehouse products we've ordered. The quality is top-notch. The Natural Chicken Breast Strips are our dog's favorite. He devours them. He gets a little gassy, sometimes, from them but overall he responds well to the treats.<br /><br />Warning: Not all Smokehouse products are made in the USA. We've found that they are clearly labeled. Generally, if they do not say USA in their main product description you can assume they come from China. We have made the mistake of ordering products made in China, and found that to be our mistake and not the manufacturer's.<br /><br />We have no affiliation with the company."
4,Great Soup,This takes the work out of making PHO. We do use about twice as much of the paste than the directions call for and let it steep a little longer. It is not quite as clear as some but the flavor is great. I really recommend this. This is one of my favorite products.
5,So good,"These are delicious, especially if you like cranberries and almonds. The cranberries are not too tart or sour, so they provide a nice sweetness to the bar. The whole almonds while delicious make it a little harder to chew, so if you've got fragile teeth buyer beware. I switched to these for a while from the macadamia and mango ones, which are also great, and I noticed a bigger energy boost from these, the cranberry ones. A great product. Bit pricey though, at $1.50 a bar."
5,Yum!,"I loved kettle chips from the moment I tried them but I felt absolutely disgusting every time I had the Kettle Brand. Though very tasty and crunchy, they were also very oily. With Deep River Snacks, they've got the crunch and taste without that repulsive burst of oil in your mouth with each crunch that Kettle Brand had. I LOVE the Sweet Onion Maui and Mesquite BBQ. The Jalapeno flavor does spicy justice and the Rosemary & olive Oil is very unique for a chip. I wish they had a sour cream and onion flavor but I love them regardless."
5,Delicious!!,"This natural jerky is, at this price, cheaper than the national brand you see advertised on tv, yet has LESS than half the sodium, and is gluten-free and organic! I'm a big fan of beef jerky (ok...I'm addicted to it), and this is a very tasty brand! You can't beat it at this price! Taste and texture are perfect!"
5,Mi Goreng,"Darn they still sell this... i used to eat this when i was a child, my mom (a Malaysian) would sometimes buy like 6 to 8 boxes of this noodles... and i still remember the smell and taste of it... mmmmmm... yum! I'd probably by this just cause i want to remember the good ol'days... I HIGHLY RECOMMEND THAT YOU BUY THIS... SERIOUSLY!!! IT'S BETTER THAN THAT ROMEN CRAP THING..."
3,"OK taste, but very dry","I have tried the GF yellow cake, 2 different times, and both times it was very dry from the beginning.  Has a good flavor would make a good shortcake or maybe pinapple or other juicy fruit might help but not a good cupcake/birthday cake.  I like the conveince, but to dry!  Their GF Brownies are great though!!"
5,Da Bomb!,"My daughter gobbles these puffs up like they're manna from heaven... ""Puff"" is one of the first words she attempted to say... She walks around with a canister of puffs like she owns the place..."
4,Delicious and rich,"For some reason butterscotch disks have become hard to find where I live. So I turned to the trusty Internet to satisfy my craving.<br /><br />Although these looked exactly like what I'd been searching for, their difference in manufacture is evident in their taste. They taste delicious but they're richer than the brand I grew up with. This is not a bad thing; just an unexpected one.<br /><br />Meanwhile, my local grocery now stocks the candy in the flavor I'm used to. Since this was an ""old times sake"" search, I won't buy these candies online again in the near future. But that's the only reason; these candies were quite tasty."
5,GOOD STUFF!!,"You haven't eaten oatmeal until you've eaten Holly's Oatmeal.  It is so different from what you buy in the grocery stores.  It has WONDERFUL texture and flavor.  My daughter loves it, too.  In fact, I sent her a 5 pound bag of the assorted flavors as a thank you gift for having me over for meals so many times.  She was delighted.  It's almost like dessert!!"
5,Yummy Chummies are the best!,"While we were in Alaska last year we found these and brought them home to our Alaskan Klee Kai Nanook. He went nuts for them. They help us with his training and discipline.<br /><br />Could not find them in any pet store so we are very happy to have Amazon.com as our outlet for these.<a href=""http://www.amazon.com/gp/product/B000G16WA0"">Arctic Paws Salmon Jerky 4 oz Yummy Chummies Jerky Treats</a>"
5,Taste Nirvana Real Coconut Water,"Best tasting coconut water by far, probably because it's actually real coconut water! I drink this after my runs as well, great hydration after a workout... <a href=""http://www.amazon.com/gp/product/B004OW342G"">Taste Nirvana Real Coconut Water With Pulp, 16.2-Ounce (Pack of 12)</a>"
5,Best candy bar ever,"I visited the theo chocolate factory in Seattle and fell in love with this chocolate bar.  It is the purest chocolate around, they do not remove any of their cocoa butter, and replace with fake emulsifiers.  I love the combination of salt, hazelnuts and chocolate.  I get one of these everytime I can.  It is a little expensive, but so worth it for pure chocolate.  The salt might scare you at first, but it combines perfectly with the chocolate.  Love this!"
5,Great dog food.,"I've tried different foods with my puppies. This is the only brand that they actually seem to enjoy. i've tried science hills diet, purina puppy chow, and Iams. Finally, I decided that I needed to find something that didn't have all sorts of fillers in it. So I decided to try Canidae. Not only do I know that they will eat it right away but it produces a lot less poop. With all the other kinds of food we would see it just sit there for hours and hours. Plus, Purina gave them the stinkiest, biggest, most icky poop. With this, their poop have gotten a lot smaller and they do not need to go as much.<br /><br />I had seen some stuff online though at first stating that it caused their dogs to be sick and I was worried about feeding them it the first time. However, I've had no problems so I think it was just a bad batch not too long ago. They are both doing great and I think this is the best filler-less food for the price."
5,People Either Love or Hate Valerian!,"I love Valerian and I love it's earthy smell! But just because a previous reviewer hated the smell and threw a tantrum, (which is ironic because Valerian is used for its relaxing properties) doesn't mean it doesn't work! Keep that in mind when making your decision to purchase a natural product! Valerian is not like raw garlic! It's simply a very safe and effective herb which, to me, has a wonderful smell!"
5,Love them,"Love these thick chips that look like real potatoes as well as taste like them. They are full of flavor and go great with any sandwich, The flavor is rich and bold and tastes great. Best part is that its not to spicey"
4,I adds that little something extra!,"I've used it now several times and it does add that little sometime extra to my dishes, in a positive way.  Recipes and big mame chefs don't mention it, but here's that one item that brings the taste of N.O., La. back to me."
5,Energy Drink vs Red Bull,"I love this product.  I've heard alot about the Sodastream and finally decided to purchase one, and as I drink a lot of Red Bull (mainly as a cocktail mixer), I gave this mix a try.  Quite impressed on just how I can't really tell the difference between this Energy Drink Sodamix and Red Bull, other than the price.  On average I spend about $2.25 per can of Red Bull, and this Sodamix will yield 50 8oz servings, so easy math says $112 for 50 cans of Red Bull or $6.99 for the Sodastream Energy Drink Sodamix 16.9 Fl oz bottle and 50 8oz servings.  And as not to be biased, I have a few friends who also drink Red Bull who all agreed that it was a toss up on tasting the difference between the two products, and how much money could be saved."
4,Tasty!,"This may not be ""real"" cappuccino, but I am not sure I know what that is.  This tastes good and I really enjoy a cup of it, especially on these chilly mornings."
5,Good Stuff!,"A friend gave me a couple of these ""energy"" type bars last year and I immediately liked them a lot. But the prices at the local health stores and bicycle/mountain stores prohibited me from buying them as much as I wanted to. Amazon stepped in and I bought them by the box at a very decent price.<br /><br />I like to have them on bicycle rides and I'll eat one half-way through and I feel a little ""lift"" immediately afterward.<br /><br />Taste good, filling - ya oughta get some."
5,so this is what oolong tea is suppost to taste like,If you want the best Oolong tea that comes in a bottle buy this!!<br /><br />Once you have drank this tea you will know what real quality is.<br /><br />Great taste and flavor.  This is what teas are all about.<br /><br />BUY THIS TEA.
5,"Healthy, tasty, heck you can tell with every crunch","I'm always on the lookout for a good, natrual chip to snack on. Not that I don't love Doritos or cheese curls, but those chemically-boosted flavors tend to overwhelm my palette. Lately I've been investigating the world of natural ""junk food"". My only nod to the mainstream manufacturers is to stock the Frito Lay corn chips (fritos). They're corn, oil, and salt. And they're tasty.<br />But I digress...<br />Lundberg's Nacho Cheese chips are fantastic, certainly keeping my palette interested when I'm in a training routing and have to cut out most complex carbohydrates."
1,Old and Stale,My husband loves these candies and they are getting harder and harder to find.  I was terribly disappointed that this - as well as the scented gum that I ordered- was horribly stale.  They were just plain old.  I expected a lot more from Amazon and would be hesitant to order any perishable products through Amazon again in the future.
4,My Dog loves these Treats,My Dog absolutely loves these treats. All I have to do is say their name and I have his full and undivided attention. Good value for the price as well
3,Filling but doesn't taste very good,"I picked up a four pack of these at a local grocery store.  I did not care for the taste at all.  If you like soy, great, but I really don't like it and soy is definitely the predominant flavor.  The aftertaste is also really lingering.  I know some say that's the stevia, but I don't mind the stevia aftertaste in non-soy products, I think the combination of the two is what makes it so unpleasant for me.  I still wanted chocolate after having this, perhaps because it doesn't taste like chocolate, it tastes like soy with some cocoa.  It is filling, and I was able to use it successfully as a meal replacement (unlike your typical meal replacement drinks, which are a joke).  I also tended to get a headache and minor stomach ache while drinking it and had to practically force myself to finish each bottle.  Other drinks out there taste a LOT better, but nothing has worked as well for an easy meal that I can grab and go.  I think I will keep looking until I find the perfect protein drink for me.  I just don't think this is it.  I give it three stars because the ingredients are better than average and it does fill me up well.  It does what it should, just not in an appealing way."
3,Love Amazon's subscription process,"This is an o.k. product for wet food for my Chihuahuas & I love the size & price.  The subscription process gives me a lower price & I don't worry about running out.  My dogs are now on a really good dry food for small dogs but the almost 2 years I used this wet one, I was happy."
5,best to digest,"If you are concerned about digesting dairy and soy products you can rest assured that this is the protein for you. It's a nice vanilla flavor with no chalkiness and no artificial sweeteners. I love it and I know my body loves it. NO digestion problems, ever. Rock on."
5,New favorite product!!,"I bought this stuff with really low expectations, but I had been desperately searching for a new peanut butter substitute for a long time, and I was desperate. The first time I tried PB2, I knew I was hooked. I can't go a day without eating something I made with PB2. I would recommend trying it at least once. It's not for everyone, but you won't know if it's something you'll like until you try it! I prefer the original to the cocoa version for most purposes, but the cocoa version has its uses as well."
5,A SWEET TOOTH CANNOT BE IGNORED,"To our taste these chocolates are on a par with far more expensive ones in glittery gift boxes.<p>  We often take them as hostess gifts (hoping, of course, that said hostess will immediately open them and pass them around.)<p>  See's Candies hasn't disappointed us yet."
5,Excellent  marzipan!,Received the marzipan variety box promptly and in perfect condition. Candy was fresh and I hope I can make it last more than a few days.
5,kids love them!,They are better than any other chocolate graham we have purchased so far.  Super chocolatey and not fake tasting at all.  My kids LOVED them!
5,Tasty!,"I don't usually like protein drinks<br /><br />I DO love coffee and was looking for a good iced coffee mix<br /><br />This fits the bill perfectly - plus it's good for me :)<br /><br />I find the vanilla flavor very nice, the texture not very chalky, and the amount in the canister perfect!<br /><br />I mix with milk - never tried water - it might not be as tasty that way..."
2,Taste great but made my stomach hurt,"First of all I want to start by saying that the Vanilla Blueberry flavor is very good! I love that it has the omega's, fiber, and protein and can be eaten as a snack without milk and makes for a great healthy meal with milk. I really did love the flavor and tried the product several times but I did have stomache pains afterwards every time I ate it no matter how much or little I had. Maybe there is something in it that only my body can not tolerate. Such a shame too since I love granola of any kind and this one in particular seems very healhy for you. Wish I could keep eating it."
1,Mainly Rice and Corn  -- disappointed,"The product is mainly rice, and not very well milled rice at that.  Second Ingredient is corn, I found whole corn kernels in the bag.<br /><br />It does have rye etc. but the rice is overpowering, and considering that you can get 20lbs of rice for $7-8 at an asian market, this product seems overpriced.<br /><br />I thought this was going to be comparable to the traditional muslix type breakfast cereals (oats, rye, barley, wheat) but it is corn,rice, barley, millet etc and tastes pretty bad -- If you want the experience of this cereal, overcook some rice, and throw some oatmeal + bird seed into it...<br /><br />I tried to eat this for 4 days,  decided well if its not that healthy, and taste bad, why am I even bothering.  the birds in the back yard can enjoy it, because i didn't."
4,what happened???,"The product is great, but down to 3 boxes and 1 is totally empty---never been opened, so a little strange."
5,Spices at a fair price,"Had purchased from Butcher and Packer some years ago, and most recently became pleased to re-order a variety of different spices from themselves.<br />Package arrived very prompt, shipped very good condition,and each pound of spice packaged very professionally separated from the next.<br />Logically, Butcher and Packer are among the best assets for Amazon and its customers.<br />Shall order far more frequently than in the past,cause their level of quality has never decreased.<br />Anyone wanting to buy spices, i commend this vendor affiliated with Amazon.Keep up the good work.<br />Will submit same exact review for all items of order cause am not intending to review each one separately."
5,The Best Flavor from any Grape Drink Mix!!!,"If you are reading this, then you are wondering about the taste... there are many types of sugar-free drink mixes, and this is by far the best. Avoid the store-brand, which tend to be flavorless, and also the Crystal Light brand (a bit better, but also bland). This Ocean Spray has the best flavor of any of those. It tastes sweet but is not very tart. The grape flavor is aromatic. This typically is more expensive than the alternatives, but once you've tasted it, you won't be going back to the others."
4,take a break take a Kit Kat,"It was a nice package very awesome collection (regular,dark and white)<br /><br />But my little concert about the very mini mini size"
5,Starbucks has done it again!,"Yep, They've done it again.  Known for it's consistency, quality and boldness Starbucks company keeps pleasing me (and my taste buds) with every coffee variety.  Although I was a bit reluctant to try this ""Flavored"" coffee, it is done really well.  I was expecting sweet, but it is just coffee, bold, delightful coffee, infused with vanilla.  It produces a wonderful aroma when you wake up or works well when mixed with a liqueur for a dessert cocktail."
5,Best. Mustard. Ever.,"Great with bratwurst, breakfast sausages, salami, cheddar cheese, sandwiches, etc., even though it is a bit exotic/expensive to use with sandwiches where it tends to fade into the background, it's best to keep it simple and let it stand out."
5,Gave this to my grandparents and they asked for more,"I have a hard time finding gifts for relatives, and I was pleasantly surprised to find that this was a hit with my grandparents.<br /><br />Every time they pop it on a day I call, they say ""we had your popcorn!"" My grandparents rarely mention any expensive gifts I give them, and they don't need anything at all.<br /><br />This is the perfect gift, because they use it as a special treat and like it.<br /><br />You can't ask more from a product than that."
5,YUM!,My 2 and 4 year old love this! Great snack food and healthy -easy to travel with any where - highly rec. though does stain if it gets on clothes.
1,Poor quality saffron,"I normally do not write reviews, but I decided to write one in this case to help fellow buyers. We recently bought 2 tins (1-ounce) of this item and I am VERY disappointed with the quality of the saffron. Despite its steep price, it is not pure saffron. We are seeing instant loss of color when dipped in water. The threads are breaking down almost instantly in water. Also, the taste and aroma are not very rich. I am quite disappointed with quality of the product and will never buy from this seller again."
5,Easy as can be!,"As a person newly diagnosed with Celiac Disease, I was devastated when I saw all the things I could no longer enjoy.  This cake mix is one of the few that leaves me feeling like I am not missing out!  I baked it for a party and NO ONE knew the difference!  It maintains the moist, spongy texture of a wheat-based cake without the wheat/gluten.  I have yet to mess up a batch, either.  It's simple, quick, and delicious!  I am hooked!"
5,Best Coffee in the world.,"The Woodstock Farmers Market used to carry this coffee.  It is the best I have ever had and I am a very picky Coffee Connoisseur.  I am so glad to find it available at Amazon.  I do prefer to shop locally but this coffee is that good, I will order on line!"
5,Perfect for removing rust,It did a great job removing rust from and old Bike frame.<br />Yes Ctric acid is great for that !!
5,Hemp Protein Powder,"After Consumner Reports came out with their results after testing protein powders, i.e. containing heavy metals, I started my search on the internet for something that did not contain these metals.  I started researching organic products and decided on the chocolate hemp protein. I also like the fact that it is made with Certified Fair Trade Chocolate.I have started on my second container.  I feel different than before I started, i.e. more energy...just feel better overall. I have a shake in the morning. I use 8 oz lowfat milk, protein powder (2 tablespoons), 1 tablespoon ground flax seed, 1/2 teaspoon cinnamon powder, fruit of choice and some crushed ice. I have this every morning and on the weekend when I cook a regular breakfast, I do not feel as good. The chocolate taste a little different that regular chocolate, but that can be changed with a little Splenda. I am definitely buying this again."
5,truffle oil,Nothing like this oil in mac and cheese or on eggs. A very good value compared to other truffle oils in the market.
5,The BEST Tea,"I've always had to acknowledge that I can drink bad coffee but I can't drink bad tea. That means, when I go to a restaurant, I always order coffee as I can live with it if it's not great. I can't do that with tea so I only drink tea at home.<br /><br />The blend of teas that Taylors have put together for this bagged tea is phenomenal. Nothing comes close in my opinion and I drink about 5 cups of THIS tea a day. I've given up trying other blends as I'm invariably left disappointed and always end coming back to the original ""Yorkshire Tea"".<br /><br />For years I've asked my parents who still live in England (actually in Harrogate since they retired) to ship me boxes of this tea regularly as it wasn't available over here in the US (unless you wanted to pay a fortune for it). Now Amazon has made it easy for me to get the ONLY tea I enjoy drinking and at a price comparable with the junk you'll find at the local supermarket.<br /><br />Buy this tea, you won't be disappointed. Don't get the Gold blend thinking you're getting something special. It's an entirely different blend and not as good as it tastes very bitter in my opinion.<br /><br />To enjoy to the fullest, drink with milk and sugar. Oh, and buy a tea pot as the bags make up two cups."
5,Best tasting protein bars,These are the best tasting protein bars i've ever eaten. the taste sweet but only have 5 grams of sugar. they don't have that bad chemically tasting sweetness that alot of low sugar foods have.  they only have 200 calories whereas most of the protein bars i've tried have over 300 calories.  i've been trying to lose weight and starting eat one of these bars a day to try and keep myself from eating candy bars. they definitly satisfy my craving for sweets. i've lost 4 lbs in the past few weeks so at least i know they aren't preventing me from losing weight like my daily candy bar fix was.  also the carb amount is fairly low in these bars. i'm hooked on them and will plan to keep buying them in bulk.
5,delicious natural taste,it does not have any artificial taste like usual indian food packets. thats why it rocks!
4,Great taste...very poor packaging,"These taste great.  More of a restaurant style chip taste as opposed to a Frito-Lay for the masses taste.<br />Salty enough too, unlike say Tostitos which have reduced the salt far too low.  But you folks might want to revisit your packaging.  You know how you grab a bag of chips at the top and pull apart the seam to open?<br />These seams have been sealed with titanium.  And if you eventually manage to pull it apart, of course the rest of the bag is made of the same far too easily ripped all the way down the side to hope to reseal the bag, as every other manufacturer uses today."
5,Red lentils!,"Great red lentils. This is the split, lighter colored variety. You should always pick through all dry legumes before washing, but I never found a rock in these."
5,Yummy for my allergy child low sugar treat,My child loves these more than rice puffs or rice crackers. Low salt/low sugar snack. Corn/oatmeal snack.
5,Perfect Size for Little Mouths!,"I'm writing this Natural Balance dog food review for my Mom because she raves about Ultra small breed bites and wanted to share her opinion.  Her little Yorkie Patches wouldn't eat any other small bites natural food except this one.  The ingredients are great, chicken is the first on the list, and it is a very affordable and healthy dog food.  My whole family buys this brand and has for years, we love their dog and cat foods!"
2,Too much fish/chicken meals for the price,I sure wish I had researched the ingredients first. There is a large amount of fish meal and chicken meal in this supposedly high quality food. I expect to see non-meal meat by products when paying this price.
5,salmon,"A full, nutircious tastey tin of wild caight salmon. It is a full can, with firm and flavorfull meat. I would recommend it for novices in regards to wild caught salmon as well as for veteran wild-caught salmon eaters."
5,Love it!,I've become addicted to this tea. I drink at least 3 cups a day. Nice light flavor with a hint of jasmine. Smells good and tastes better.
5,Are you missing out?,"If you are not using this coffee, you are not drinking coffee!<br />Switched to Dolce Gusto a couple of years ago and love it, love it, love it.<br />I have had other one cupers but this has exceptional taste.  Love the reward<br />points that come along with the product."
1,This Rabbit is evil.,"God knows why but my daughter Shirley ordered one of these rabbits without my permission. Before the rabbit arrived my Shirley was a healthy seven year old content with playing with her dolls and stuffed animals but then the rabbit arrived and well I must say it has changed her. When she took it out of the box I was quite shocked I told her if she wanted a living pet I could get her one from the local pet store, what said she next was rather chilling she told me she knew it was dead when she ordered it. Well my husband Bruce and I have pleaded with her to throw the rabbit away but she just refuses. She has grown so attached to the now rotting carcass that she even takes it with her to school. I know this is crazy but this rabbit is pure evil and is somehow controlling my daughter. Today I went into her room to tell her dinner was ready and found her chanting in some foreign tongue in front of the rabbit which she had place on a table and surrounded with candles. I am at a complete loss. What can I possible do to save Shirley's soul? I urge people not to purchase these rabbits and if you do be it on your own he"
1,NOoodle product,"Tried this product a few different ways.  Just does not work for us.  The taste and odor are always there and the texture is unappealing - like chewing a wet, oily rubberband.  Sorry, we will not purchase this again."
4,as advertised,"Quick and easy, a hurry up solution to what to have for dinner. Kept my chops moist, provided good flavor. Good job."
5,We travel for Ooma Tesoro's,"Not all marinara sauces are created equal, and Ooma Tesoro's is the perfect example of this.  We first discovered it in a small beachside cafe, and ever since then we search it out whenever we are in the area.  The last time we discovered it at a farmer's market we bought a whole case.  Now that Amazon carries it we will never run out!"
5,very good buy,Bob's Red Mill Rice Wild/Brown Mix is a great buy and it cooks up better than any I have purchased fron the store.
3,Very strong...,"This is my first bag of chai tea and I have to say, it's extremely strong if you try to drink this straight. I can barely taste the tea itself, just a bit of bitter, and an extremely strong spice taste.<br /><br />It gets better if you water it down a lot, or take it with a lot of milk (basically a chai tea latte), which I suppose is how it's supposed to be drunk. But you start losing the base tea and only get the other spices."
5,Super good gum,"This is a great way to buy gum, doing away with the paper wrappers.  Also, it is tasty and sweet with no artificial taste to it.  I only use xylitol as a sweetener because it tastes clean and sweet and it is easier to metabolize."
4,good,"This is a good product to heat up as a simple side dish for lazy nights. It is a little garlicky but I like garlic so the flavor does not bother me. It isn't overpowering, I just didn't expect to taste garlic so I was kind of surprised. (I didn't read the ingredients) This is a great product, either way."
1,Absolutely disappointing,"Rather than the complex, creamy sauce you expect on Butter Chicken, this tastes more like Campbell's Tomato soup with a few spices added. Flat, artificial tasting, and not buttery at all. Totally disappointing."
5,Great taste and very filling!,I have really enjoyed the Cherry Bar by Larabar. There is NO added sugar at all - just dried fruit and almonds. I highly recommend it and plan on buying some more.
5,Tea I can't mess up,Since our mornings are very busy it is not unusually for me to leave the tea steeping too long or for me to have to reheat my cup at least twice. Somehow this tea still comes out tasting good.  It has a smokey flavor that is enhanced by just a bit of milk.  But is also very good plain or sweetened and chilled.  This is my households favorite tea.
5,SOOTHING PLEASURE!!,"THERE SHOULD BE 10 STARS FOR THIS PRODUCT!  I love it and I drink it every day.  The price was also better on Amazon.com, so I always check here first when I see something that catches my eye.  Will reorder."
1,poor design,"The lids keep popping off when the cup fills up with water, the only I have not tried is putting 2 holes in bottom of the cup so that the water might flow out faster. It's a damn mess getting coffee grounds in your cup! I would not buy anymore of them, unless I can fix the problem!!!!!No more disposebale K-cups for me!"
5,This is Wonderful Stuff!,"I am not generally a big fan of guacamole, and originally got this salsa for our oldest daughter, who loves the stuff. But one taste of this smooth, flavorful salsa, and I was hooked. It's on the higher end of spicy, but the heat goes away with protracted tasting. Tastes really, really good IN things, as well as on them."
5,Love This Stuff!,"I was so happy to find the Sugar-Free Jell-O cook & serve vanilla pudding here at Amazon.  My local grocery stores no longer carry it.  Being diabetic, it really comes in handy for a lot of my sugar free recipes.  I don't know what I'd do without it."
2,Stick to better brands,"I think Amazon is on the right track by offering groceries, but I think you need to stick to major brands and work a bit more on making your pricing competitive ( it was still quite a bit more than Safeway, not to mention Wal-Mart).I expect to pay a little for the convenience but not quite as much as I did. The rice crispies were a little ""different"" than I expected.I don't quite understand why you make us buy quantity when your packaging is not pre packaged? I expected to get four boxes somehow stuck together or banded together to ease your shipping costs and was quite surprised to get cereal one or two boxes of cereal to a shipping box.If that is how you are going to ship it wouldn't it be better to let us buy smaller quantities to increase your overall sales?"
5,Not a Bad Fat Anymore,"Excellent product!! I have found that coconut oil can be used in any way you would use oil or butter. It has a very mild coconut flavor----nothing that would really alter the taste of what you're preparing. It can take high heat cooking without breaking down. (All the benefits of olive oil are destroyed with high heat). It doesn't need refrigeration----another plus. Tastes great on toast. Too bad the good things about coconut oil have been surpressed for so many years. It seems to be one of the healthy fats instead of all the synthetics (e.g. margarine) and hydrogenated products on the market.<br />Must be organic, unprocessed, & cold pressed to have all the good benefits."
5,Nestle's Hot Chocolate Disappeared!,I had been purchasing these large cans of Nestle's Hot Chocolate all through last winter and even the summer months at my local grocery store. In the fall they stopped carrying the item.  I checked at several grocery stores with the same results.  I was surprised to see Amazon had the item. I placed my order and it arrived within the week. Very satisfied with the item and the service I received.
4,Great way to test new flavors!,"I love finding new K-Cups, but I don't always love spending a ton of money on cups that I hate. So the samplers are perfect! I love coffee and I love chocolate, so this is perfect. Came with a great variety of flavors. The few I've tried so far are really good. My only beef is with the packaging - I wish they'd put them in a smaller box."
5,The best there is!,"This is a staple in our family, especially around Thanksgiving. It is perfect with the turkey and the days after sandwiches.<br /><br />It is good on anything that needs some zing."
5,Good and Hot!,"If you are looking for this you probably already know what you want - HOT HOT HOT~!  This will definitely fit the bill.  I put heat on EVERYTHING and I was looking for a good HOT substitute to crushed red pepper, and weak green chilis for my pizza and, well, just about everything else.  What I ended up finding was a glorious source for the HEAT that I love.  I have been mixing this with everything!  Chicken, eggs, pizza (of course), pasta, etc. - even adding it to green chili to kick it up a few ~10,000 scovilles!  ;-)  a few months later - time for another order!<br /><br />If you like hot (you must if you're reading this) - then you cant go wrong here - This is pure concentrated hellfire heat in a jumbo sized spice container - its GREAT!<br /><br />If you are asking yourself if this might be too hot, then it probably is....."
5,My boys' love this bread,My children have been on a gluten free diet for 6 years now. They love this bread! It is great for lunches - we put it in a sandwhich holder so the bread doesn't crumble. Highly recommend it to anyone on a gluten free diet.
5,Best Cat food EVER!!!,"This stuff is great. The cats love it ( all flavors actually), and since eating it their coats are softer, shinier, with less dandruff."
5,"perfect delivery and great product, a keeper!",We are on a diet and decided to try this herb coffee and I must say it is worth every drop of goodness.
1,Yuck,These bars look and taste like they fell out of a monkey's butt.  Perhaps it's an acquired taste that I'm not sophisticated enough to appreciate.  OR....the monkey thing.
5,Chips 4 R Salsa Gift Baskets,"We're a upcoming Authentic Mexican Style Salsa Company formerly from Tucson, Arizona, now located in Bend, Oregon. We wanted to make gift baskets for our customers and needed products to fill them. The Garden of Eatin' Blue Tortilla Chips fit the theme and hit the mark. We will continue with this product for any additional Gift Baskets we'll need as our business grows. SouthwestSalsaCo.com"
4,Great coffee,Great coffee.  The swiss water method is the way to go and is much easier on your body.  I like to add a teaspoon of sugar in the ground coffee before I brew it (cuts the acidity).  Mmmh.
