Score,Combination,Combination_without_stopwords,Combination_without_stopwords_Lemmatized,Final_review
5,"['larabar', 'jocalat', 'chocolate', 'coffee', 'excellent', 'i', 'have', 'recently', 'discovered', 'larabars', 'and', 'their', 'goodness', 'this', 'was', 'my', 'first', 'try', 'of', 'the', 'jocolat', 'line', 'as', 'has', 'been', 'suggested', 'here', 'it', 'probably', 'best', 'to', 'buy', 'a', 'single', 'bar', 'somewhere', 'before', 'buying', 'a', 'pack', 'of', '16', 'of', 'them', 'and', 'the', 'chocolate', 'coffee', 'version', 'was', 'the', 'only', 'one', 'i', 'found', 'locally', 'yet', 'so', 'that', 'was', 'what', 'i', 'tried', 'i', 'love', 'it', 'and', 'immediately', 'came', 'online', 'to', 'amazon', 'to', 'order', 'much', 'more', 'like', 'a', 'dessert', 'than', 'the', 'regular', 'larabars', 'to', 'me', 'almost', 'like', 'a', 'brownie', 'i', 'like', 'the', 'kick', 'of', 'coffee', 'in', 'it', 'and', 'wonder', 'if', 'it', 'helps', 'with', 'the', 'flavor', 'that', 'some', 'seem', 'not', 'to', 'like', 'on', 'the', 'other', 'hand', 'if', 'you', 'expecting', 'a', 'decadent', 'brownie', 'you', 'will', 'definitely', 'be', 'disappointed', 'this', 'is', 'a', 'product', 'you', 'buy', 'if', 'you', 'value', 'whole', 'foods', 'and', 'no', 'sugar', 'or', 'artificial', 'flavors', 'dates', 'seem', 'to', 'be', 'the', 'main', 'source', 'of', 'the', 'sweet', 'in', 'larabars', 'also', 'if', 'you', 'do', 'like', 'dark', 'chocolate', 'this', 'will', 'not', 'be', 'for', 'general', 'i', 'do', 'find', 'the', 'texture', 'of', 'larabars', 'takes', 'a', 'little', 'getting', 'used', 'to', 'it', 'all', 'those', 'mushed', 'up', 'dates', 'which', 'makes', 'it', 'very', 'gummy', 'and', 'then', 'the', 'contrast', 'of', 'the', 'nuts', 'i', 'past', 'this', 'now', 'but', 'i', 'know', 'that', 'some', 'will', 'just', 'not', 'like', 'the', 'only', 'hesitation', 'with', 'this', 'specific', 'product', 'is', 'that', 'i', 'not', 'entirely', 'sure', 'the', 'niche', 'this', 'has', 'in', 'my', 'diet', 'the', 'regular', 'larabars', 'seem', 'better', 'as', 'food', 'i', 'eat', 'them', 'sometimes', 'when', 'i', 'miss', 'or', 'am', 'late', 'for', 'a', 'meal', 'this', 'seems', 'more', 'like', 'dessert']","['larabar', 'jocalat', 'chocolate', 'coffee', 'excellent', 'recently', 'discovered', 'larabars', 'goodness', 'first', 'try', 'jocolat', 'line', 'suggested', 'probably', 'best', 'buy', 'single', 'bar', 'somewhere', 'buying', 'pack', '16', 'chocolate', 'coffee', 'version', 'one', 'found', 'locally', 'yet', 'tried', 'love', 'immediately', 'came', 'online', 'amazon', 'order', 'much', 'like', 'dessert', 'regular', 'larabars', 'almost', 'like', 'brownie', 'like', 'kick', 'coffee', 'wonder', 'helps', 'flavor', 'seem', 'like', 'hand', 'expecting', 'decadent', 'brownie', 'definitely', 'disappointed', 'product', 'buy', 'value', 'whole', 'foods', 'sugar', 'artificial', 'flavors', 'dates', 'seem', 'main', 'source', 'sweet', 'larabars', 'also', 'like', 'dark', 'chocolate', 'general', 'find', 'texture', 'larabars', 'takes', 'little', 'getting', 'used', 'mushed', 'dates', 'makes', 'gummy', 'contrast', 'nuts', 'past', 'know', 'like', 'hesitation', 'specific', 'product', 'entirely', 'sure', 'niche', 'diet', 'regular', 'larabars', 'seem', 'better', 'food', 'eat', 'sometimes', 'miss', 'late', 'meal', 'seems', 'like', 'dessert']","['larabar', 'jocalat', 'chocolate', 'coffee', 'excellent', 'recently', 'discover', 'larabars', 'goodness', 'first', 'try', 'jocolat', 'line', 'suggest', 'probably', 'best', 'buy', 'single', 'bar', 'somewhere', 'buying', 'pack', '16', 'chocolate', 'coffee', 'version', 'one', 'found', 'locally', 'yet', 'try', 'love', 'immediately', 'come', 'online', 'amazon', 'order', 'much', 'like', 'dessert', 'regular', 'larabars', 'almost', 'like', 'brownie', 'like', 'kick', 'coffee', 'wonder', 'help', 'flavor', 'seem', 'like', 'hand', 'expect', 'decadent', 'brownie', 'definitely', 'disappointed', 'product', 'buy', 'value', 'whole', 'food', 'sugar', 'artificial', 'flavor', 'date', 'seem', 'main', 'source', 'sweet', 'larabars', 'also', 'like', 'dark', 'chocolate', 'general', 'find', 'texture', 'larabars', 'take', 'little', 'get', 'use', 'mush', 'date', 'make', 'gummy', 'contrast', 'nut', 'past', 'know', 'like', 'hesitation', 'specific', 'product', 'entirely', 'sure', 'niche', 'diet', 'regular', 'larabars', 'seem', 'well', 'food', 'eat', 'sometimes', 'miss', 'late', 'meal', 'seem', 'like', 'dessert']","['larabar', 'jocalat', 'chocolate', 'coffee', 'excellent', 'recently', 'discover', 'larabars', 'goodness', 'first', 'try', 'jocolat', 'line', 'suggest', 'probably', 'best', 'buy', 'single', 'bar', 'somewhere', 'buying', 'pack', '16', 'chocolate', 'coffee', 'version', 'one', 'found', 'locally', 'yet', 'try', 'love', 'immediately', 'come', 'online', 'amazon', 'order', 'much', 'like', 'dessert', 'regular', 'larabars', 'almost', 'like', 'brownie', 'like', 'kick', 'coffee', 'wonder', 'help', 'flavor', 'seem', 'like', 'hand', 'expect', 'decadent', 'brownie', 'definitely', 'disappointed', 'product', 'buy', 'value', 'whole', 'food', 'sugar', 'artificial', 'flavor', 'date', 'seem', 'main', 'source', 'sweet', 'larabars', 'also', 'like', 'dark', 'chocolate', 'general', 'find', 'texture', 'larabars', 'take', 'little', 'get', 'use', 'mush', 'date', 'make', 'gummy', 'contrast', 'nut', 'past', 'know', 'like', 'hesitation', 'specific', 'product', 'entirely', 'sure', 'niche', 'diet', 'regular', 'larabars', 'seem', 'well', 'food', 'eat', 'sometimes', 'miss', 'late', 'meal', 'seem', 'like', 'dessert']"
5,"['scrumptious', 'every', 'must', 'have', 'this', 'is', 'the', 'best', 'i', 'mix', 'two', 'scoops', 'with', 'a', 's', 'amount', 'of', 'cold', 'water', 'to', 'make', 'a', 'paste', 'this', 'helps', 'eliminate', 'clumping', 'then', 'add', 'my', 'hot', 'coffe', 'to', 'it', 'mix', 'and', 'drink', 'yummy', 'sometimes', 'i', 'also', 'add', 'a', 'squirt', 'or', 'two', 'of', 'sugar', 'free', 'chocolate', 'syrup', 'by', 'torani', 'try', 'it', 'you', 'love', 'it']","['scrumptious', 'every', 'must', 'best', 'mix', 'two', 'scoops', 'amount', 'cold', 'water', 'make', 'paste', 'helps', 'eliminate', 'clumping', 'add', 'hot', 'coffe', 'mix', 'drink', 'yummy', 'sometimes', 'also', 'add', 'squirt', 'two', 'sugar', 'free', 'chocolate', 'syrup', 'torani', 'try', 'love']","['scrumptious', 'every', 'must', 'best', 'mix', 'two', 'scoop', 'amount', 'cold', 'water', 'make', 'paste', 'help', 'eliminate', 'clump', 'add', 'hot', 'coffe', 'mix', 'drink', 'yummy', 'sometimes', 'also', 'add', 'squirt', 'two', 'sugar', 'free', 'chocolate', 'syrup', 'torani', 'try', 'love']","['scrumptious', 'every', 'must', 'best', 'mix', 'two', 'scoop', 'amount', 'cold', 'water', 'make', 'paste', 'help', 'eliminate', 'clump', 'add', 'hot', 'coffe', 'mix', 'drink', 'yummy', 'sometimes', 'also', 'add', 'squirt', 'two', 'sugar', 'free', 'chocolate', 'syrup', 'torani', 'try', 'love']"
4,"['this', 'makes', 'a', 'great', 'gift', 'i', 'bought', 'this', 'for', 'my', 'son', 'and', 'daughter', 'in', 'law', 'for', 'christmas', 'and', 'they', 'just', 'love', 'it', 'they', 'said', 'it', 'was', 'so', 'easy', 'to', 'use', 'and', 'they', 'love', 'seeing', 'the', 'growing', 'plants', 'in', 'the', 'dead', 'of', 'winter', 'and', 'ca', 'wait', 'to', 'start', 'tasting']","['makes', 'great', 'gift', 'bought', 'son', 'daughter', 'law', 'christmas', 'love', 'said', 'easy', 'use', 'love', 'seeing', 'growing', 'plants', 'dead', 'winter', 'ca', 'wait', 'start', 'tasting']","['make', 'great', 'gift', 'bought', 'son', 'daughter', 'law', 'christmas', 'love', 'say', 'easy', 'use', 'love', 'see', 'grow', 'plant', 'dead', 'winter', 'ca', 'wait', 'start', 'taste']","['make', 'great', 'gift', 'bought', 'son', 'daughter', 'law', 'christmas', 'love', 'say', 'easy', 'use', 'love', 'see', 'grow', 'plant', 'dead', 'winter', 'ca', 'wait', 'start', 'taste']"
5,"['best', 'coffee', 'i', 'bought', 'the', 'kuerig', 'because', 'i', 'love', 'the', 'dunkin', 'original', 'and', 'green', 'mountain', 'nantucket', 'blend', 'rodeo', 'drive', 'has', 'now', 'become', 'my', 'favorite', 'it', 'is', 'very', 'delicious', 'and', 'smooth']","['best', 'coffee', 'bought', 'kuerig', 'love', 'dunkin', 'original', 'green', 'mountain', 'nantucket', 'blend', 'rodeo', 'drive', 'become', 'favorite', 'delicious', 'smooth']","['best', 'coffee', 'bought', 'kuerig', 'love', 'dunkin', 'original', 'green', 'mountain', 'nantucket', 'blend', 'rodeo', 'drive', 'become', 'favorite', 'delicious', 'smooth']","['best', 'coffee', 'bought', 'kuerig', 'love', 'dunkin', 'original', 'green', 'mountain', 'nantucket', 'blend', 'rodeo', 'drive', 'become', 'favorite', 'delicious', 'smooth']"
5,"['wonderful', 'i', 'absolutely', 'love', 'these', 'cherries', 'they', 'are', 'perfect', 'i', 'have', 'read', 'some', 'reviews', 'that', 'say', 'they', 'are', 'oily', 'but', 'this', 'was', 'not', 'the', 'case', 'for', 'me', 'so', 'far', 'i', 'used', 'them', 'in', 'salads', 'for', 'eating', 'out', 'of', 'hand', 'we', 'all', 'love', 'them', 'i', 'was', 'worried', 'i', 'had', 'heard', 'thru', 'our', 'local', 'food', 'that', 'cherries', 'did', 'not', 'do', 'well', 'this', 'year', 'but', 'found', 'these', 'to', 'be', 'great']","['wonderful', 'absolutely', 'love', 'cherries', 'perfect', 'read', 'reviews', 'say', 'oily', 'case', 'far', 'used', 'salads', 'eating', 'hand', 'love', 'worried', 'heard', 'thru', 'local', 'food', 'cherries', 'well', 'year', 'found', 'great']","['wonderful', 'absolutely', 'love', 'cherry', 'perfect', 'read', 'review', 'say', 'oily', 'case', 'far', 'use', 'salad', 'eat', 'hand', 'love', 'worried', 'heard', 'thru', 'local', 'food', 'cherry', 'well', 'year', 'found', 'great']","['wonderful', 'absolutely', 'love', 'cherry', 'perfect', 'read', 'review', 'say', 'oily', 'case', 'far', 'use', 'salad', 'eat', 'hand', 'love', 'worried', 'heard', 'thru', 'local', 'food', 'cherry', 'well', 'year', 'found', 'great']"
2,"['something', 'changed', 'i', 'have', 'loved', 'pecan', 'sandies', 'for', 'many', 'years', 'since', 'late', '2008', 'they', 'did', 'seem', 'the', 'same', 'either', 'i', 'changed', 'or', 'they', 'did', 'my', 'family', 'agreed', 'there', 'was', 'something', 'wrong', 'we', 'exchanged', 'some', 'at', 'the', 'store', 'bought', 'a', 'few', 'weeks', 'later', 'from', 'another', 'store', 'they', 'different', 'they', 'used', 'to', 'be', 'kind', 'of', 'buttery', 'soft', 'and', 'but', 'now', 'they', 'cruncy', 'hard', 'and', 'the', 'flavor', 'tastes', 'like', 'something', 'was', 'left', 'out', 'i', 'was', 'hoping', 'it', 'was', 'a', 'bad', 'batch', 'but', 'now', 'it', 'seems', 'like', 'my', 'favorite', 'cookie', 'is', 'no', 'more']","['something', 'changed', 'loved', 'pecan', 'sandies', 'many', 'years', 'since', 'late', '2008', 'seem', 'either', 'changed', 'family', 'agreed', 'something', 'wrong', 'exchanged', 'store', 'bought', 'weeks', 'later', 'another', 'store', 'different', 'used', 'kind', 'buttery', 'soft', 'cruncy', 'hard', 'flavor', 'tastes', 'like', 'something', 'left', 'hoping', 'bad', 'batch', 'seems', 'like', 'favorite', 'cookie']","['something', 'change', 'love', 'pecan', 'sandies', 'many', 'year', 'since', 'late', '2008', 'seem', 'either', 'change', 'family', 'agree', 'something', 'wrong', 'exchange', 'store', 'bought', 'week', 'later', 'another', 'store', 'different', 'use', 'kind', 'buttery', 'soft', 'cruncy', 'hard', 'flavor', 'taste', 'like', 'something', 'left', 'hop', 'bad', 'batch', 'seem', 'like', 'favorite', 'cookie']","['something', 'change', 'love', 'pecan', 'sandies', 'many', 'year', 'since', 'late', '2008', 'seem', 'either', 'change', 'family', 'agree', 'something', 'wrong', 'exchange', 'store', 'bought', 'week', 'later', 'another', 'store', 'different', 'use', 'kind', 'buttery', 'soft', 'cruncy', 'hard', 'flavor', 'taste', 'like', 'something', 'left', 'hop', 'bad', 'batch', 'seem', 'like', 'favorite', 'cookie']"
5,"['almost', 'ca', 'believe', 'it', 'decaf', 'after', 'being', 'told', 'no', 'more', 'caffeine', 'i', 'thought', 'my', 'days', 'of', 'enjoying', 'a', 'cup', 'of', 'coffee', 'were', 'over', 'i', 'have', 'never', 'tasted', 'a', 'decaf', 'that', 'was', 'any', 'good', 'at', 'all', 'until', 'now', 'yes', 'you', 'can', 'believe', 'all', 'the', 'good', 'reviews', 'about', 'this', 'coffee', 'i', 'ca', 'tell', 'you', 'how', 'happy', 'i', 'am', 'to', 'finally', 'have', 'a', 'decent', 'cup', 'of', 'coffee', 'again', 'ty', 'emeril', 'and', 'ty', 'amazon', 'for', 'such', 'a', 'great', 'price', 'with', 'subscribe', 'and', 'save', 'it', 'less', 'that', '20', 'bucks', 'for', '50', 'with', 'free', 'shipping', 'hello', 'i', 'have', 'been', 'to', 'starbucks', 'hundreds', 'of', 'times', 'and', 'i', 'have', 'to', 'disagree', 'with', 'a', 'previous', 'poster', 'this', 'does', 'not', 'taste', 'like', 'starbucks', 'yes', 'it', 'is', 'a', 'dark', 'coffee', 'but', 'smooth', 'as', 'can', 'be', 'and', 'no', 'aftertaste', 'you', 'are', 'going', 'to', 'love', 'it']","['almost', 'ca', 'believe', 'decaf', 'told', 'caffeine', 'thought', 'days', 'enjoying', 'cup', 'coffee', 'never', 'tasted', 'decaf', 'good', 'yes', 'believe', 'good', 'reviews', 'coffee', 'ca', 'tell', 'happy', 'finally', 'decent', 'cup', 'coffee', 'ty', 'emeril', 'ty', 'amazon', 'great', 'price', 'subscribe', 'save', 'less', '20', 'bucks', '50', 'free', 'shipping', 'hello', 'starbucks', 'hundreds', 'times', 'disagree', 'previous', 'poster', 'taste', 'like', 'starbucks', 'yes', 'dark', 'coffee', 'smooth', 'aftertaste', 'going', 'love']","['almost', 'ca', 'believe', 'decaf', 'told', 'caffeine', 'thought', 'day', 'enjoy', 'cup', 'coffee', 'never', 'taste', 'decaf', 'good', 'yes', 'believe', 'good', 'review', 'coffee', 'ca', 'tell', 'happy', 'finally', 'decent', 'cup', 'coffee', 'ty', 'emeril', 'ty', 'amazon', 'great', 'price', 'subscribe', 'save', 'less', '20', 'buck', '50', 'free', 'shipping', 'hello', 'starbucks', 'hundred', 'time', 'disagree', 'previous', 'poster', 'taste', 'like', 'starbucks', 'yes', 'dark', 'coffee', 'smooth', 'aftertaste', 'go', 'love']","['almost', 'ca', 'believe', 'decaf', 'told', 'caffeine', 'thought', 'day', 'enjoy', 'cup', 'coffee', 'never', 'taste', 'decaf', 'good', 'yes', 'believe', 'good', 'review', 'coffee', 'ca', 'tell', 'happy', 'finally', 'decent', 'cup', 'coffee', 'ty', 'emeril', 'ty', 'amazon', 'great', 'price', 'subscribe', 'save', 'less', '20', 'buck', '50', 'free', 'shipping', 'hello', 'starbucks', 'hundred', 'time', 'disagree', 'previous', 'poster', 'taste', 'like', 'starbucks', 'yes', 'dark', 'coffee', 'smooth', 'aftertaste', 'go', 'love']"
5,"['yumminess', 'i', 'waited', 'until', 'i', 'made', 'this', 'bread', 'mix', 'a', 'few', 'times', 'before', 'i', 'would', 'review', 'it', 'this', 'has', 'by', 'far', 'been', 'my', 'favorite', 'bread', 'mix', 'i', 'have', 'completely', 'given', 'up', 'on', 'trying', 'to', 'make', 'my', 'own', 'and', 'will', 'now', 'only', 'buy', 'couple', 'things', 'to', 'note', 'is', '1', 'i', 'let', 'the', 'dough', 'rise', 'accidently', 'for', 'hours', 'and', 'i', 'must', 'say', 'this', 'was', 'the', 'best', 'accident', 'the', 'bread', 'rose', 'above', 'the', 'pan', 'and', 'rolled', 'over', 'some', 'but', 'it', 'was', 'almost', 'like', 'it', 'completely', 'changed', 'the', 'texture', 'of', 'the', 'bread', 'it', 'was', 'way', 'more', 'fluffy', 'like', 'real', 'bread', 'i', 'will', 'from', 'here', 'on', 'out', 'be', 'letting', 'this', 'dough', 'rise', 'for', 'at', 'least', '2', 'hours', '2', 'i', 'like', 'to', 'place', 'foil', 'on', 'it', 'half', 'way', 'through', 'so', 'that', 'the', 'crust', 'does', 'become', 'too', 'dark', 'and', '3', 'when', 'i', 'pull', 'it', 'out', 'of', 'the', 'oven', 'i', 'like', 'to', 'baste', 'it', 'with', 'milk', 'and', 'it', 'softens', 'the', 'texture', 'of', 'the', 'crust']","['yumminess', 'waited', 'made', 'bread', 'mix', 'times', 'would', 'review', 'far', 'favorite', 'bread', 'mix', 'completely', 'given', 'trying', 'make', 'buy', 'couple', 'things', 'note', '1', 'let', 'dough', 'rise', 'accidently', 'hours', 'must', 'say', 'best', 'accident', 'bread', 'rose', 'pan', 'rolled', 'almost', 'like', 'completely', 'changed', 'texture', 'bread', 'way', 'fluffy', 'like', 'real', 'bread', 'letting', 'dough', 'rise', 'least', '2', 'hours', '2', 'like', 'place', 'foil', 'half', 'way', 'crust', 'become', 'dark', '3', 'pull', 'oven', 'like', 'baste', 'milk', 'softens', 'texture', 'crust']","['yumminess', 'wait', 'make', 'bread', 'mix', 'time', 'would', 'review', 'far', 'favorite', 'bread', 'mix', 'completely', 'give', 'try', 'make', 'buy', 'couple', 'thing', 'note', '1', 'let', 'dough', 'rise', 'accidently', 'hour', 'must', 'say', 'best', 'accident', 'bread', 'rise', 'pan', 'roll', 'almost', 'like', 'completely', 'change', 'texture', 'bread', 'way', 'fluffy', 'like', 'real', 'bread', 'let', 'dough', 'rise', 'least', '2', 'hour', '2', 'like', 'place', 'foil', 'half', 'way', 'crust', 'become', 'dark', '3', 'pull', 'oven', 'like', 'baste', 'milk', 'softens', 'texture', 'crust']","['yumminess', 'wait', 'make', 'bread', 'mix', 'time', 'would', 'review', 'far', 'favorite', 'bread', 'mix', 'completely', 'give', 'try', 'make', 'buy', 'couple', 'thing', 'note', '1', 'let', 'dough', 'rise', 'accidently', 'hour', 'must', 'say', 'best', 'accident', 'bread', 'rise', 'pan', 'roll', 'almost', 'like', 'completely', 'change', 'texture', 'bread', 'way', 'fluffy', 'like', 'real', 'bread', 'let', 'dough', 'rise', 'least', '2', 'hour', '2', 'like', 'place', 'foil', 'half', 'way', 'crust', 'become', 'dark', '3', 'pull', 'oven', 'like', 'baste', 'milk', 'softens', 'texture', 'crust']"
2,"['5', 'stars', 'silk', '0', 'stars', 'on', 'expiration', 'silk', 'is', 'great', 'stuff', 'and', 'these', 'aseptic', 'packages', 'are', 'supposed', 'to', 'be', 'good', 'for', 'a', 'does', 'do', 'much', 'good', 'when', 'there', 'is', 'less', 'than', '2', 'months', 'left', 'on', 'the', 'product', 'when', 'stocked', 'up', 'for', 'the', 'winter', 'in', 'case', 'we', 'ca', 'get', 'to', 'town', 'to', 'buy', 'silk', 'via', 'amazon', 'is', 'a', 'bogus', 'shopping', 'experience', 'they', 'ca', 'be', 'returned', 'because', 'there', 'is', 'nothing', 'wrong', 'with', 'the', 'stars', 'if', 'you', 'drinking', 'it', 'next', 'stars', 'if', 'you', 'stocking', 'up', 'for', '6', 'months', 'from', 'now']","['5', 'stars', 'silk', '0', 'stars', 'expiration', 'silk', 'great', 'stuff', 'aseptic', 'packages', 'supposed', 'good', 'much', 'good', 'less', '2', 'months', 'left', 'product', 'stocked', 'winter', 'case', 'ca', 'get', 'town', 'buy', 'silk', 'via', 'amazon', 'bogus', 'shopping', 'experience', 'ca', 'returned', 'nothing', 'wrong', 'stars', 'drinking', 'next', 'stars', 'stocking', '6', 'months']","['5', 'star', 'silk', '0', 'star', 'expiration', 'silk', 'great', 'stuff', 'aseptic', 'package', 'suppose', 'good', 'much', 'good', 'less', '2', 'month', 'left', 'product', 'stock', 'winter', 'case', 'ca', 'get', 'town', 'buy', 'silk', 'via', 'amazon', 'bogus', 'shopping', 'experience', 'ca', 'return', 'nothing', 'wrong', 'star', 'drinking', 'next', 'star', 'stock', '6', 'month']","['5', 'star', 'silk', '0', 'star', 'expiration', 'silk', 'great', 'stuff', 'aseptic', 'package', 'suppose', 'good', 'much', 'good', 'less', '2', 'month', 'left', 'product', 'stock', 'winter', 'case', 'ca', 'get', 'town', 'buy', 'silk', 'via', 'amazon', 'bogus', 'shopping', 'experience', 'ca', 'return', 'nothing', 'wrong', 'star', 'drinking', 'next', 'star', 'stock', '6', 'month']"
5,"['both', 'cats', 'love', 'the', 'milk', 'both', 'my', 'cats', 'love', 'this', 'milk', 'i', 'actually', 'think', 'the', 'supplement', 'is', 'helping', 'the', '20', 'yr', 'old', 'cat', 'she', 'is', 'more', 'frisky', 'and', 'walking', 'better', 'as', 'she', 'does', 'have', 'arthritis', 'please', 'do', 'not', 'take', 'this', 'as', 'a', 'vets', 'advice']","['cats', 'love', 'milk', 'cats', 'love', 'milk', 'actually', 'think', 'supplement', 'helping', '20', 'yr', 'old', 'cat', 'frisky', 'walking', 'better', 'arthritis', 'please', 'take', 'vets', 'advice']","['cat', 'love', 'milk', 'cat', 'love', 'milk', 'actually', 'think', 'supplement', 'help', '20', 'yr', 'old', 'cat', 'frisky', 'walk', 'well', 'arthritis', 'please', 'take', 'vet', 'advice']","['cat', 'love', 'milk', 'cat', 'love', 'milk', 'actually', 'think', 'supplement', 'help', '20', 'yr', 'old', 'cat', 'frisky', 'walk', 'well', 'arthritis', 'please', 'take', 'vet', 'advice']"
5,"['will', 'buy', 'again', 'i', 'bought', 'seeds', 'to', 'grow', 'this', 'product', 'and', 'they', 'were', 'not', 'fertile', 'so', 'i', 'guess', 'i', 'just', 'have', 'to', 'buy', 'more', 'of', 'this', 'it', 'fabulous', 'not', 'sure', 'how', 'to', 'describe', 'it', 'it', 'a', 'hot', 'pepper', 'but', 'has', 'a', 'distinct', 'flavor', 'lasted', 'quite', 'a', 'while', 'less', 'if', 'you', 'like', 'it', 'spicy']","['buy', 'bought', 'seeds', 'grow', 'product', 'fertile', 'guess', 'buy', 'fabulous', 'sure', 'describe', 'hot', 'pepper', 'distinct', 'flavor', 'lasted', 'quite', 'less', 'like', 'spicy']","['buy', 'bought', 'seed', 'grow', 'product', 'fertile', 'guess', 'buy', 'fabulous', 'sure', 'describe', 'hot', 'pepper', 'distinct', 'flavor', 'last', 'quite', 'less', 'like', 'spicy']","['buy', 'bought', 'seed', 'grow', 'product', 'fertile', 'guess', 'buy', 'fabulous', 'sure', 'describe', 'hot', 'pepper', 'distinct', 'flavor', 'last', 'quite', 'less', 'like', 'spicy']"
5,"['figgie', 'goodness', 'it', 'a', 'ton', 'of', 'fig', 'newtons', 'so', 'how', 'can', 'you', 'go', 'wrong', 'if', 'you', 'never', 'had', 'a', 'fig', 'newton', 'then', 'you', 'owe', 'it', 'to', 'yourself', 'to', 'try', 'them', 'it', 'is', 'its', 'own', 'unique', 'flavor', 'and', 'texture']","['figgie', 'goodness', 'ton', 'fig', 'newtons', 'go', 'wrong', 'never', 'fig', 'newton', 'owe', 'try', 'unique', 'flavor', 'texture']","['figgie', 'goodness', 'ton', 'fig', 'newton', 'go', 'wrong', 'never', 'fig', 'newton', 'owe', 'try', 'unique', 'flavor', 'texture']","['figgie', 'goodness', 'ton', 'fig', 'newton', 'go', 'wrong', 'never', 'fig', 'newton', 'owe', 'try', 'unique', 'flavor', 'texture']"
1,"['not', 'chocolate', 'this', 'did', 'not', 'taste', 'like', 'a', 'chocolate', 'bar', 'at', 'all', 'i', 'ca', 'describe', 'how', 'it', 'tastes', 'as', 'i', 'have', 'encountered', 'something', 'like', 'this', 'before', 'i', 'know', 'that', 'is', 'is', 'suppose', 'to', 'be', 'better', 'for', 'you', 'and', 'it', 'all', 'natural', 'but', 'honestly', 'i', 'had', 'slim', 'fast', 'bars', 'that', 'tasted', 'better', 'than', 'this', 'i', 'glad', 'i', 'did', 'have', 'to', 'pay', 'for', 'this', 'as', 'it', 'went', 'into', 'the', 'garbage']","['chocolate', 'taste', 'like', 'chocolate', 'bar', 'ca', 'describe', 'tastes', 'encountered', 'something', 'like', 'know', 'suppose', 'better', 'natural', 'honestly', 'slim', 'fast', 'bars', 'tasted', 'better', 'glad', 'pay', 'went', 'garbage']","['chocolate', 'taste', 'like', 'chocolate', 'bar', 'ca', 'describe', 'taste', 'encounter', 'something', 'like', 'know', 'suppose', 'well', 'natural', 'honestly', 'slim', 'fast', 'bar', 'taste', 'well', 'glad', 'pay', 'go', 'garbage']","['chocolate', 'taste', 'like', 'chocolate', 'bar', 'ca', 'describe', 'taste', 'encounter', 'something', 'like', 'know', 'suppose', 'well', 'natural', 'honestly', 'slim', 'fast', 'bar', 'taste', 'well', 'glad', 'pay', 'go', 'garbage']"
3,"['raspberry', 'tea', 'i', 'looked', 'for', 'several', 'years', 'to', 'find', 'a', 'raspberry', 'flavored', 'tea', 'when', 'i', 'discovered', 'this', 'one', 'thanks', 'it', 'tastes', 'really', 'great']","['raspberry', 'tea', 'looked', 'several', 'years', 'find', 'raspberry', 'flavored', 'tea', 'discovered', 'one', 'thanks', 'tastes', 'really', 'great']","['raspberry', 'tea', 'look', 'several', 'year', 'find', 'raspberry', 'flavor', 'tea', 'discover', 'one', 'thanks', 'taste', 'really', 'great']","['raspberry', 'tea', 'look', 'several', 'year', 'find', 'raspberry', 'flavor', 'tea', 'discover', 'one', 'thanks', 'taste', 'really', 'great']"
5,"['my', 'dog', 'loves', 'these', 'i', 'have', 'purchased', 'all', 'the', 'flavors', 'and', 'our', 'dog', 'enjoys', 'them', 'all', 'i', 'like', 'the', 'size', 'for', 'calorie', 'control', 'and', 'the', 'ingredients', 'do', 'include', 'any', 'junk']","['dog', 'loves', 'purchased', 'flavors', 'dog', 'enjoys', 'like', 'size', 'calorie', 'control', 'ingredients', 'include', 'junk']","['dog', 'love', 'purchase', 'flavor', 'dog', 'enjoys', 'like', 'size', 'calorie', 'control', 'ingredient', 'include', 'junk']","['dog', 'love', 'purchase', 'flavor', 'dog', 'enjoys', 'like', 'size', 'calorie', 'control', 'ingredient', 'include', 'junk']"
